SubjectID,AssignmentID,ProblemID,Attempts,pProblemSyntaxError,pProblemSemanticError,pSubjectSyntaxError,pSubjectSemanticError,CorrectEventually,Label,pCorrectProblem,pMedian
07ae4cca3f90a49347ccb5c1a82ff46f,487,17,1,0.268,0.177,0.233,0.133,TRUE,TRUE,0.660287081,1
07ae4cca3f90a49347ccb5c1a82ff46f,487,20,1,0.413,0.567,0.233,0.133,TRUE,TRUE,0.326923077,3
07ae4cca3f90a49347ccb5c1a82ff46f,487,21,1,0.254,0.196,0.233,0.133,TRUE,TRUE,0.636363636,1
07ae4cca3f90a49347ccb5c1a82ff46f,487,22,1,0.559,0.275,0.233,0.133,TRUE,TRUE,0.397058824,2
07ae4cca3f90a49347ccb5c1a82ff46f,487,24,2,0.65,0.601,0.233,0.133,TRUE,TRUE,0.215246637,4
07ae4cca3f90a49347ccb5c1a82ff46f,487,25,1,0.545,0.592,0.233,0.133,TRUE,TRUE,0.303317536,3
07ae4cca3f90a49347ccb5c1a82ff46f,487,28,1,0.538,0.423,0.233,0.133,TRUE,TRUE,0.355769231,2
07ae4cca3f90a49347ccb5c1a82ff46f,487,100,1,0.667,0.306,0.233,0.133,TRUE,TRUE,0.300925926,2
07ae4cca3f90a49347ccb5c1a82ff46f,487,101,1,0.692,0.748,0.233,0.133,FALSE,FALSE,0.130841121,6
07ae4cca3f90a49347ccb5c1a82ff46f,487,102,1,0.756,0.598,0.233,0.133,TRUE,TRUE,0.205741627,6
07ae4cca3f90a49347ccb5c1a82ff46f,492,31,1,0.409,0.342,0.233,0.133,TRUE,TRUE,0.502222222,1
07ae4cca3f90a49347ccb5c1a82ff46f,492,32,1,0.586,0.359,0.233,0.133,TRUE,TRUE,0.368181818,3.5
07ae4cca3f90a49347ccb5c1a82ff46f,492,33,1,0.552,0.363,0.233,0.133,TRUE,TRUE,0.399103139,2
07ae4cca3f90a49347ccb5c1a82ff46f,492,34,2,0.563,0.441,0.233,0.133,TRUE,TRUE,0.389671362,2
07ae4cca3f90a49347ccb5c1a82ff46f,492,36,1,0.515,0.423,0.233,0.133,TRUE,TRUE,0.392070485,2
07ae4cca3f90a49347ccb5c1a82ff46f,492,37,1,0.528,0.386,0.233,0.133,TRUE,TRUE,0.386266094,2
07ae4cca3f90a49347ccb5c1a82ff46f,492,38,1,0.591,0.622,0.233,0.133,TRUE,TRUE,0.304347826,4
07ae4cca3f90a49347ccb5c1a82ff46f,492,39,1,0.478,0.473,0.233,0.133,TRUE,TRUE,0.415929204,2
07ae4cca3f90a49347ccb5c1a82ff46f,492,40,1,0.657,0.588,0.233,0.133,TRUE,TRUE,0.244635193,4
07ae4cca3f90a49347ccb5c1a82ff46f,492,128,1,0.509,0.457,0.233,0.133,TRUE,TRUE,0.417391304,2
07d34e2419c61216a85a2156b2cf8ae4,439,1,1,0.358,0.261,0.367,0.167,TRUE,TRUE,0.504424779,1
07d34e2419c61216a85a2156b2cf8ae4,439,3,1,0.404,0.462,0.367,0.167,TRUE,TRUE,0.391111111,2
07d34e2419c61216a85a2156b2cf8ae4,439,5,1,0.412,0.389,0.367,0.167,TRUE,TRUE,0.469026549,2
07d34e2419c61216a85a2156b2cf8ae4,439,12,1,0.326,0.121,0.367,0.167,TRUE,TRUE,0.602678571,1
07d34e2419c61216a85a2156b2cf8ae4,439,13,1,0.794,0.382,0.367,0.167,TRUE,TRUE,0.167381974,5
07d34e2419c61216a85a2156b2cf8ae4,439,232,1,0.688,0.307,0.367,0.167,TRUE,TRUE,0.277056277,3
07d34e2419c61216a85a2156b2cf8ae4,439,233,1,0.425,0.381,0.367,0.167,TRUE,TRUE,0.424778761,2
07d34e2419c61216a85a2156b2cf8ae4,439,234,1,0.524,0.317,0.367,0.167,TRUE,TRUE,0.365638767,2
07d34e2419c61216a85a2156b2cf8ae4,439,235,1,0.379,0.507,0.367,0.167,TRUE,TRUE,0.396475771,2
07d34e2419c61216a85a2156b2cf8ae4,439,236,1,0.518,0.319,0.367,0.167,TRUE,TRUE,0.39380531,2
07d34e2419c61216a85a2156b2cf8ae4,487,17,4,0.268,0.177,0.367,0.167,TRUE,FALSE,0.660287081,1
07d34e2419c61216a85a2156b2cf8ae4,487,20,12,0.413,0.567,0.367,0.167,TRUE,FALSE,0.326923077,3
07d34e2419c61216a85a2156b2cf8ae4,487,21,6,0.254,0.196,0.367,0.167,TRUE,FALSE,0.636363636,1
07d34e2419c61216a85a2156b2cf8ae4,487,22,4,0.559,0.275,0.367,0.167,TRUE,TRUE,0.397058824,2
07d34e2419c61216a85a2156b2cf8ae4,487,24,7,0.65,0.601,0.367,0.167,TRUE,TRUE,0.215246637,4
07d34e2419c61216a85a2156b2cf8ae4,487,25,6,0.545,0.592,0.367,0.167,TRUE,TRUE,0.303317536,3
07d34e2419c61216a85a2156b2cf8ae4,487,28,2,0.538,0.423,0.367,0.167,TRUE,TRUE,0.355769231,2
07d34e2419c61216a85a2156b2cf8ae4,487,100,1,0.667,0.306,0.367,0.167,TRUE,TRUE,0.300925926,2
07d34e2419c61216a85a2156b2cf8ae4,487,101,1,0.692,0.748,0.367,0.167,TRUE,TRUE,0.130841121,6
07d34e2419c61216a85a2156b2cf8ae4,487,102,2,0.756,0.598,0.367,0.167,TRUE,TRUE,0.205741627,6
07d34e2419c61216a85a2156b2cf8ae4,492,31,1,0.409,0.342,0.367,0.167,TRUE,TRUE,0.502222222,1
07d34e2419c61216a85a2156b2cf8ae4,492,32,1,0.586,0.359,0.367,0.167,TRUE,TRUE,0.368181818,3.5
07d34e2419c61216a85a2156b2cf8ae4,492,33,1,0.552,0.363,0.367,0.167,TRUE,TRUE,0.399103139,2
07d34e2419c61216a85a2156b2cf8ae4,492,34,1,0.563,0.441,0.367,0.167,TRUE,TRUE,0.389671362,2
07d34e2419c61216a85a2156b2cf8ae4,492,36,6,0.515,0.423,0.367,0.167,TRUE,FALSE,0.392070485,2
07d34e2419c61216a85a2156b2cf8ae4,492,37,3,0.528,0.386,0.367,0.167,TRUE,TRUE,0.386266094,2
07d34e2419c61216a85a2156b2cf8ae4,492,38,1,0.591,0.622,0.367,0.167,TRUE,TRUE,0.304347826,4
07d34e2419c61216a85a2156b2cf8ae4,492,39,5,0.478,0.473,0.367,0.167,TRUE,TRUE,0.415929204,2
07d34e2419c61216a85a2156b2cf8ae4,492,40,1,0.657,0.588,0.367,0.167,TRUE,TRUE,0.244635193,4
07d34e2419c61216a85a2156b2cf8ae4,492,128,3,0.509,0.457,0.367,0.167,TRUE,TRUE,0.417391304,2
08fcb5ead4e963a6f0bbdbc971f4a3ee,439,1,1,0.358,0.261,0.828,0.621,TRUE,TRUE,0.504424779,1
08fcb5ead4e963a6f0bbdbc971f4a3ee,439,3,1,0.404,0.462,0.828,0.621,TRUE,TRUE,0.391111111,2
08fcb5ead4e963a6f0bbdbc971f4a3ee,439,5,4,0.412,0.389,0.828,0.621,TRUE,TRUE,0.469026549,2
08fcb5ead4e963a6f0bbdbc971f4a3ee,439,12,2,0.326,0.121,0.828,0.621,TRUE,TRUE,0.602678571,1
08fcb5ead4e963a6f0bbdbc971f4a3ee,439,13,11,0.794,0.382,0.828,0.621,TRUE,TRUE,0.167381974,5
08fcb5ead4e963a6f0bbdbc971f4a3ee,439,232,4,0.688,0.307,0.828,0.621,TRUE,TRUE,0.277056277,3
08fcb5ead4e963a6f0bbdbc971f4a3ee,439,233,1,0.425,0.381,0.828,0.621,TRUE,TRUE,0.424778761,2
08fcb5ead4e963a6f0bbdbc971f4a3ee,439,234,4,0.524,0.317,0.828,0.621,TRUE,TRUE,0.365638767,2
08fcb5ead4e963a6f0bbdbc971f4a3ee,439,235,6,0.379,0.507,0.828,0.621,TRUE,FALSE,0.396475771,2
08fcb5ead4e963a6f0bbdbc971f4a3ee,439,236,2,0.518,0.319,0.828,0.621,FALSE,FALSE,0.39380531,2
08fcb5ead4e963a6f0bbdbc971f4a3ee,487,17,1,0.268,0.177,0.828,0.621,TRUE,TRUE,0.660287081,1
08fcb5ead4e963a6f0bbdbc971f4a3ee,487,20,5,0.413,0.567,0.828,0.621,TRUE,FALSE,0.326923077,3
08fcb5ead4e963a6f0bbdbc971f4a3ee,487,21,4,0.254,0.196,0.828,0.621,TRUE,FALSE,0.636363636,1
08fcb5ead4e963a6f0bbdbc971f4a3ee,487,22,4,0.559,0.275,0.828,0.621,TRUE,TRUE,0.397058824,2
08fcb5ead4e963a6f0bbdbc971f4a3ee,487,24,5,0.65,0.601,0.828,0.621,TRUE,TRUE,0.215246637,4
08fcb5ead4e963a6f0bbdbc971f4a3ee,487,25,10,0.545,0.592,0.828,0.621,FALSE,FALSE,0.303317536,3
08fcb5ead4e963a6f0bbdbc971f4a3ee,487,28,10,0.538,0.423,0.828,0.621,TRUE,FALSE,0.355769231,2
08fcb5ead4e963a6f0bbdbc971f4a3ee,487,100,3,0.667,0.306,0.828,0.621,TRUE,TRUE,0.300925926,2
08fcb5ead4e963a6f0bbdbc971f4a3ee,487,101,15,0.692,0.748,0.828,0.621,FALSE,FALSE,0.130841121,6
08fcb5ead4e963a6f0bbdbc971f4a3ee,487,102,8,0.756,0.598,0.828,0.621,FALSE,FALSE,0.205741627,6
08fcb5ead4e963a6f0bbdbc971f4a3ee,492,31,22,0.409,0.342,0.828,0.621,TRUE,FALSE,0.502222222,1
08fcb5ead4e963a6f0bbdbc971f4a3ee,492,33,5,0.552,0.363,0.828,0.621,TRUE,TRUE,0.399103139,2
08fcb5ead4e963a6f0bbdbc971f4a3ee,492,34,6,0.563,0.441,0.828,0.621,FALSE,FALSE,0.389671362,2
08fcb5ead4e963a6f0bbdbc971f4a3ee,492,36,6,0.515,0.423,0.828,0.621,FALSE,FALSE,0.392070485,2
08fcb5ead4e963a6f0bbdbc971f4a3ee,492,37,1,0.528,0.386,0.828,0.621,TRUE,TRUE,0.386266094,2
08fcb5ead4e963a6f0bbdbc971f4a3ee,492,38,14,0.591,0.622,0.828,0.621,FALSE,FALSE,0.304347826,4
08fcb5ead4e963a6f0bbdbc971f4a3ee,492,39,19,0.478,0.473,0.828,0.621,TRUE,FALSE,0.415929204,2
08fcb5ead4e963a6f0bbdbc971f4a3ee,492,40,9,0.657,0.588,0.828,0.621,FALSE,FALSE,0.244635193,4
08fcb5ead4e963a6f0bbdbc971f4a3ee,492,128,9,0.509,0.457,0.828,0.621,FALSE,FALSE,0.417391304,2
0a7ff96e4fa7c92a13ccab013d580930,439,1,2,0.358,0.261,0.3,0.233,TRUE,TRUE,0.504424779,1
0a7ff96e4fa7c92a13ccab013d580930,439,3,13,0.404,0.462,0.3,0.233,TRUE,FALSE,0.391111111,2
0a7ff96e4fa7c92a13ccab013d580930,439,5,4,0.412,0.389,0.3,0.233,TRUE,TRUE,0.469026549,2
0a7ff96e4fa7c92a13ccab013d580930,439,12,1,0.326,0.121,0.3,0.233,TRUE,TRUE,0.602678571,1
0a7ff96e4fa7c92a13ccab013d580930,439,13,12,0.794,0.382,0.3,0.233,TRUE,FALSE,0.167381974,5
0a7ff96e4fa7c92a13ccab013d580930,439,232,1,0.688,0.307,0.3,0.233,TRUE,TRUE,0.277056277,3
0a7ff96e4fa7c92a13ccab013d580930,439,233,2,0.425,0.381,0.3,0.233,TRUE,TRUE,0.424778761,2
0a7ff96e4fa7c92a13ccab013d580930,439,234,6,0.524,0.317,0.3,0.233,TRUE,FALSE,0.365638767,2
0a7ff96e4fa7c92a13ccab013d580930,439,235,1,0.379,0.507,0.3,0.233,TRUE,TRUE,0.396475771,2
0a7ff96e4fa7c92a13ccab013d580930,439,236,2,0.518,0.319,0.3,0.233,TRUE,TRUE,0.39380531,2
0a7ff96e4fa7c92a13ccab013d580930,487,17,1,0.268,0.177,0.3,0.233,TRUE,TRUE,0.660287081,1
0a7ff96e4fa7c92a13ccab013d580930,487,20,1,0.413,0.567,0.3,0.233,TRUE,TRUE,0.326923077,3
0a7ff96e4fa7c92a13ccab013d580930,487,21,1,0.254,0.196,0.3,0.233,TRUE,TRUE,0.636363636,1
0a7ff96e4fa7c92a13ccab013d580930,487,22,1,0.559,0.275,0.3,0.233,TRUE,TRUE,0.397058824,2
0a7ff96e4fa7c92a13ccab013d580930,487,24,3,0.65,0.601,0.3,0.233,TRUE,TRUE,0.215246637,4
0a7ff96e4fa7c92a13ccab013d580930,487,25,1,0.545,0.592,0.3,0.233,TRUE,TRUE,0.303317536,3
0a7ff96e4fa7c92a13ccab013d580930,487,28,1,0.538,0.423,0.3,0.233,TRUE,TRUE,0.355769231,2
0a7ff96e4fa7c92a13ccab013d580930,487,100,4,0.667,0.306,0.3,0.233,TRUE,TRUE,0.300925926,2
0a7ff96e4fa7c92a13ccab013d580930,487,101,2,0.692,0.748,0.3,0.233,FALSE,FALSE,0.130841121,6
0a7ff96e4fa7c92a13ccab013d580930,487,102,1,0.756,0.598,0.3,0.233,TRUE,TRUE,0.205741627,6
0a7ff96e4fa7c92a13ccab013d580930,492,31,1,0.409,0.342,0.3,0.233,TRUE,TRUE,0.502222222,1
0a7ff96e4fa7c92a13ccab013d580930,492,32,2,0.586,0.359,0.3,0.233,TRUE,TRUE,0.368181818,3.5
0a7ff96e4fa7c92a13ccab013d580930,492,33,1,0.552,0.363,0.3,0.233,TRUE,TRUE,0.399103139,2
0a7ff96e4fa7c92a13ccab013d580930,492,34,1,0.563,0.441,0.3,0.233,TRUE,TRUE,0.389671362,2
0a7ff96e4fa7c92a13ccab013d580930,492,36,1,0.515,0.423,0.3,0.233,TRUE,TRUE,0.392070485,2
0a7ff96e4fa7c92a13ccab013d580930,492,37,1,0.528,0.386,0.3,0.233,TRUE,TRUE,0.386266094,2
0a7ff96e4fa7c92a13ccab013d580930,492,38,1,0.591,0.622,0.3,0.233,TRUE,TRUE,0.304347826,4
0a7ff96e4fa7c92a13ccab013d580930,492,39,1,0.478,0.473,0.3,0.233,TRUE,TRUE,0.415929204,2
0a7ff96e4fa7c92a13ccab013d580930,492,40,1,0.657,0.588,0.3,0.233,TRUE,TRUE,0.244635193,4
0a7ff96e4fa7c92a13ccab013d580930,492,128,2,0.509,0.457,0.3,0.233,TRUE,TRUE,0.417391304,2
0aaf61723a352ba7ea1be4502df85765,439,1,3,0.358,0.261,0.833,0.633,TRUE,FALSE,0.504424779,1
0aaf61723a352ba7ea1be4502df85765,439,3,8,0.404,0.462,0.833,0.633,TRUE,FALSE,0.391111111,2
0aaf61723a352ba7ea1be4502df85765,439,5,1,0.412,0.389,0.833,0.633,TRUE,TRUE,0.469026549,2
0aaf61723a352ba7ea1be4502df85765,439,12,6,0.326,0.121,0.833,0.633,TRUE,FALSE,0.602678571,1
0aaf61723a352ba7ea1be4502df85765,439,13,31,0.794,0.382,0.833,0.633,TRUE,FALSE,0.167381974,5
0aaf61723a352ba7ea1be4502df85765,439,232,15,0.688,0.307,0.833,0.633,TRUE,FALSE,0.277056277,3
0aaf61723a352ba7ea1be4502df85765,439,233,1,0.425,0.381,0.833,0.633,TRUE,TRUE,0.424778761,2
0aaf61723a352ba7ea1be4502df85765,439,234,2,0.524,0.317,0.833,0.633,TRUE,TRUE,0.365638767,2
0aaf61723a352ba7ea1be4502df85765,439,235,6,0.379,0.507,0.833,0.633,TRUE,FALSE,0.396475771,2
0aaf61723a352ba7ea1be4502df85765,439,236,2,0.518,0.319,0.833,0.633,TRUE,TRUE,0.39380531,2
0aaf61723a352ba7ea1be4502df85765,487,17,5,0.268,0.177,0.833,0.633,TRUE,FALSE,0.660287081,1
0aaf61723a352ba7ea1be4502df85765,487,20,6,0.413,0.567,0.833,0.633,TRUE,FALSE,0.326923077,3
0aaf61723a352ba7ea1be4502df85765,487,21,4,0.254,0.196,0.833,0.633,TRUE,FALSE,0.636363636,1
0aaf61723a352ba7ea1be4502df85765,487,22,25,0.559,0.275,0.833,0.633,TRUE,FALSE,0.397058824,2
0aaf61723a352ba7ea1be4502df85765,487,24,6,0.65,0.601,0.833,0.633,TRUE,TRUE,0.215246637,4
0aaf61723a352ba7ea1be4502df85765,487,25,3,0.545,0.592,0.833,0.633,TRUE,TRUE,0.303317536,3
0aaf61723a352ba7ea1be4502df85765,487,28,10,0.538,0.423,0.833,0.633,TRUE,FALSE,0.355769231,2
0aaf61723a352ba7ea1be4502df85765,487,100,2,0.667,0.306,0.833,0.633,TRUE,TRUE,0.300925926,2
0aaf61723a352ba7ea1be4502df85765,487,101,7,0.692,0.748,0.833,0.633,TRUE,TRUE,0.130841121,6
0aaf61723a352ba7ea1be4502df85765,487,102,40,0.756,0.598,0.833,0.633,FALSE,FALSE,0.205741627,6
0aaf61723a352ba7ea1be4502df85765,492,31,2,0.409,0.342,0.833,0.633,TRUE,TRUE,0.502222222,1
0aaf61723a352ba7ea1be4502df85765,492,32,3,0.586,0.359,0.833,0.633,TRUE,TRUE,0.368181818,3.5
0aaf61723a352ba7ea1be4502df85765,492,33,4,0.552,0.363,0.833,0.633,FALSE,FALSE,0.399103139,2
0aaf61723a352ba7ea1be4502df85765,492,34,6,0.563,0.441,0.833,0.633,FALSE,FALSE,0.389671362,2
0aaf61723a352ba7ea1be4502df85765,492,36,4,0.515,0.423,0.833,0.633,TRUE,TRUE,0.392070485,2
0aaf61723a352ba7ea1be4502df85765,492,37,17,0.528,0.386,0.833,0.633,TRUE,FALSE,0.386266094,2
0aaf61723a352ba7ea1be4502df85765,492,38,2,0.591,0.622,0.833,0.633,FALSE,FALSE,0.304347826,4
0aaf61723a352ba7ea1be4502df85765,492,39,8,0.478,0.473,0.833,0.633,TRUE,FALSE,0.415929204,2
