,Unnamed: 0,SubjectID,AssignmentID,ProblemID,Attempts,pProblemSyntaxError,pProblemSemanticError,pSubjectSyntaxError,pSubjectSemanticError,CorrectEventually,Label,pCorrectProblem,pMedian
68,68,088d6dc6ddb3113e9b902711ccdfafef,439.0,235,8,0.307,0.56,0.2,0.0333,True,False,0.32,2.0
69,69,088d6dc6ddb3113e9b902711ccdfafef,439.0,236,1,0.616,0.35600000000000004,0.2,0.0333,True,True,0.2876712328767123,2.0
70,70,088d6dc6ddb3113e9b902711ccdfafef,487.0,17,1,0.35200000000000004,0.19699999999999998,0.2,0.0333,True,True,0.5774647887323944,1.0
71,71,088d6dc6ddb3113e9b902711ccdfafef,487.0,20,1,0.431,0.528,0.2,0.0333,True,True,0.3333333333333333,2.0
72,72,088d6dc6ddb3113e9b902711ccdfafef,487.0,21,1,0.32899999999999996,0.233,0.2,0.0333,True,True,0.5753424657534246,1.0
73,73,088d6dc6ddb3113e9b902711ccdfafef,487.0,22,1,0.535,0.31,0.2,0.0333,True,True,0.4084507042253521,2.0
74,74,088d6dc6ddb3113e9b902711ccdfafef,487.0,24,1,0.649,0.597,0.2,0.0333,True,True,0.23376623376623376,4.0
75,75,088d6dc6ddb3113e9b902711ccdfafef,487.0,25,1,0.6579999999999999,0.575,0.2,0.0333,True,True,0.2876712328767123,4.0
76,76,088d6dc6ddb3113e9b902711ccdfafef,487.0,28,1,0.6,0.429,0.2,0.0333,True,True,0.35714285714285715,2.0
77,77,088d6dc6ddb3113e9b902711ccdfafef,487.0,100,1,0.6890000000000001,0.257,0.2,0.0333,True,True,0.28378378378378377,2.0
78,78,088d6dc6ddb3113e9b902711ccdfafef,487.0,101,2,0.792,0.736,0.2,0.0333,True,True,0.06944444444444445,5.0
79,79,088d6dc6ddb3113e9b902711ccdfafef,487.0,102,1,0.7,0.586,0.2,0.0333,True,True,0.2571428571428571,8.0
80,80,088d6dc6ddb3113e9b902711ccdfafef,492.0,31,1,0.33299999999999996,0.267,0.2,0.0333,True,True,0.5866666666666667,1.0
81,81,088d6dc6ddb3113e9b902711ccdfafef,492.0,32,2,0.507,0.24,0.2,0.0333,True,True,0.4266666666666667,2.0
82,82,088d6dc6ddb3113e9b902711ccdfafef,492.0,33,2,0.45299999999999996,0.267,0.2,0.0333,True,True,0.49333333333333335,2.0
83,83,088d6dc6ddb3113e9b902711ccdfafef,492.0,34,2,0.5489999999999999,0.324,0.2,0.0333,True,True,0.4084507042253521,2.0
84,84,088d6dc6ddb3113e9b902711ccdfafef,492.0,36,1,0.467,0.307,0.2,0.0333,True,True,0.4666666666666667,2.0
85,85,088d6dc6ddb3113e9b902711ccdfafef,492.0,37,1,0.608,0.38,0.2,0.0333,True,True,0.3670886075949367,2.0
86,86,088d6dc6ddb3113e9b902711ccdfafef,492.0,38,1,0.5770000000000001,0.603,0.2,0.0333,True,True,0.3333333333333333,3.0
87,87,088d6dc6ddb3113e9b902711ccdfafef,492.0,39,1,0.387,0.413,0.2,0.0333,True,True,0.44,2.0
88,88,088d6dc6ddb3113e9b902711ccdfafef,492.0,40,1,0.688,0.512,0.2,0.0333,True,True,0.275,3.0
89,89,088d6dc6ddb3113e9b902711ccdfafef,492.0,128,1,0.564,0.397,0.2,0.0333,True,True,0.3974358974358974,2.0
90,90,0bdf2c1f053650715e1f0c725d754b96,487.0,17,4,0.35200000000000004,0.19699999999999998,0.737,0.737,True,False,0.5774647887323944,1.0
91,91,0bdf2c1f053650715e1f0c725d754b96,487.0,20,8,0.431,0.528,0.737,0.737,True,False,0.3333333333333333,2.0
92,92,0bdf2c1f053650715e1f0c725d754b96,487.0,21,2,0.32899999999999996,0.233,0.737,0.737,True,True,0.5753424657534246,1.0
93,93,0bdf2c1f053650715e1f0c725d754b96,487.0,22,3,0.535,0.31,0.737,0.737,False,False,0.4084507042253521,2.0
94,94,0bdf2c1f053650715e1f0c725d754b96,487.0,24,35,0.649,0.597,0.737,0.737,False,False,0.23376623376623376,4.0
95,95,0bdf2c1f053650715e1f0c725d754b96,487.0,25,9,0.6579999999999999,0.575,0.737,0.737,True,False,0.2876712328767123,4.0
96,96,0bdf2c1f053650715e1f0c725d754b96,487.0,28,2,0.6,0.429,0.737,0.737,True,True,0.35714285714285715,2.0
97,97,0bdf2c1f053650715e1f0c725d754b96,487.0,100,1,0.6890000000000001,0.257,0.737,0.737,False,False,0.28378378378378377,2.0
98,98,0bdf2c1f053650715e1f0c725d754b96,487.0,101,2,0.792,0.736,0.737,0.737,False,False,0.06944444444444445,5.0
99,99,0bdf2c1f053650715e1f0c725d754b96,492.0,31,12,0.33299999999999996,0.267,0.737,0.737,True,False,0.5866666666666667,1.0
100,100,0bdf2c1f053650715e1f0c725d754b96,492.0,32,4,0.507,0.24,0.737,0.737,False,False,0.4266666666666667,2.0
101,101,0bdf2c1f053650715e1f0c725d754b96,492.0,33,4,0.45299999999999996,0.267,0.737,0.737,False,False,0.49333333333333335,2.0
102,102,0bdf2c1f053650715e1f0c725d754b96,492.0,34,5,0.5489999999999999,0.324,0.737,0.737,True,True,0.4084507042253521,2.0
103,103,0bdf2c1f053650715e1f0c725d754b96,492.0,36,2,0.467,0.307,0.737,0.737,True,True,0.4666666666666667,2.0
104,104,0bdf2c1f053650715e1f0c725d754b96,492.0,37,6,0.608,0.38,0.737,0.737,False,False,0.3670886075949367,2.0
105,105,0bdf2c1f053650715e1f0c725d754b96,492.0,38,1,0.5770000000000001,0.603,0.737,0.737,False,False,0.3333333333333333,3.0
106,106,0bdf2c1f053650715e1f0c725d754b96,492.0,39,1,0.387,0.413,0.737,0.737,False,False,0.44,2.0
107,107,0bdf2c1f053650715e1f0c725d754b96,492.0,40,1,0.688,0.512,0.737,0.737,False,False,0.275,3.0
108,108,0bdf2c1f053650715e1f0c725d754b96,492.0,128,6,0.564,0.397,0.737,0.737,False,False,0.3974358974358974,2.0
109,109,14e676072a5b15381b6f7f33c3528215,439.0,1,1,0.37799999999999995,0.23,0.233,0.0333,True,True,0.5135135135135135,1.0
110,110,14e676072a5b15381b6f7f33c3528215,439.0,3,1,0.43799999999999994,0.479,0.233,0.0333,True,True,0.3972602739726027,2.0
111,111,14e676072a5b15381b6f7f33c3528215,439.0,5,1,0.392,0.405,0.233,0.0333,True,True,0.43243243243243246,2.0
112,112,14e676072a5b15381b6f7f33c3528215,439.0,12,1,0.27399999999999997,0.151,0.233,0.0333,True,True,0.6301369863013698,1.0
113,113,14e676072a5b15381b6f7f33c3528215,439.0,13,7,0.821,0.474,0.233,0.0333,True,True,0.10256410256410256,6.0
114,114,14e676072a5b15381b6f7f33c3528215,439.0,232,2,0.779,0.325,0.233,0.0333,True,True,0.19480519480519481,4.0
115,115,14e676072a5b15381b6f7f33c3528215,439.0,233,1,0.43799999999999994,0.425,0.233,0.0333,True,True,0.3424657534246575,2.0
116,116,14e676072a5b15381b6f7f33c3528215,439.0,234,1,0.493,0.342,0.233,0.0333,True,True,0.3835616438356164,2.0
117,117,14e676072a5b15381b6f7f33c3528215,439.0,235,1,0.307,0.56,0.233,0.0333,True,True,0.32,2.0
118,118,14e676072a5b15381b6f7f33c3528215,439.0,236,1,0.616,0.35600000000000004,0.233,0.0333,True,True,0.2876712328767123,2.0
119,119,14e676072a5b15381b6f7f33c3528215,487.0,17,1,0.35200000000000004,0.19699999999999998,0.233,0.0333,True,True,0.5774647887323944,1.0
120,120,14e676072a5b15381b6f7f33c3528215,487.0,20,1,0.431,0.528,0.233,0.0333,True,True,0.3333333333333333,2.0
121,121,14e676072a5b15381b6f7f33c3528215,487.0,21,1,0.32899999999999996,0.233,0.233,0.0333,True,True,0.5753424657534246,1.0
122,122,14e676072a5b15381b6f7f33c3528215,487.0,22,2,0.535,0.31,0.233,0.0333,True,True,0.4084507042253521,2.0
123,123,14e676072a5b15381b6f7f33c3528215,487.0,24,1,0.649,0.597,0.233,0.0333,True,True,0.23376623376623376,4.0
124,124,14e676072a5b15381b6f7f33c3528215,487.0,25,1,0.6579999999999999,0.575,0.233,0.0333,True,True,0.2876712328767123,4.0
125,125,14e676072a5b15381b6f7f33c3528215,487.0,28,1,0.6,0.429,0.233,0.0333,True,True,0.35714285714285715,2.0
126,126,14e676072a5b15381b6f7f33c3528215,487.0,100,1,0.6890000000000001,0.257,0.233,0.0333,True,True,0.28378378378378377,2.0
127,127,14e676072a5b15381b6f7f33c3528215,487.0,101,1,0.792,0.736,0.233,0.0333,True,True,0.06944444444444445,5.0
128,128,14e676072a5b15381b6f7f33c3528215,487.0,102,2,0.7,0.586,0.233,0.0333,True,True,0.2571428571428571,8.0
129,129,14e676072a5b15381b6f7f33c3528215,492.0,31,1,0.33299999999999996,0.267,0.233,0.0333,True,True,0.5866666666666667,1.0
130,130,14e676072a5b15381b6f7f33c3528215,492.0,32,1,0.507,0.24,0.233,0.0333,True,True,0.4266666666666667,2.0
131,131,14e676072a5b15381b6f7f33c3528215,492.0,33,1,0.45299999999999996,0.267,0.233,0.0333,True,True,0.49333333333333335,2.0
132,132,14e676072a5b15381b6f7f33c3528215,492.0,34,1,0.5489999999999999,0.324,0.233,0.0333,True,True,0.4084507042253521,2.0
133,133,14e676072a5b15381b6f7f33c3528215,492.0,36,1,0.467,0.307,0.233,0.0333,True,True,0.4666666666666667,2.0
134,134,14e676072a5b15381b6f7f33c3528215,492.0,37,2,0.608,0.38,0.233,0.0333,True,True,0.3670886075949367,2.0
135,135,14e676072a5b15381b6f7f33c3528215,492.0,38,3,0.5770000000000001,0.603,0.233,0.0333,True,True,0.3333333333333333,3.0
136,136,14e676072a5b15381b6f7f33c3528215,492.0,39,1,0.387,0.413,0.233,0.0333,True,True,0.44,2.0
137,137,14e676072a5b15381b6f7f33c3528215,492.0,40,2,0.688,0.512,0.233,0.0333,True,True,0.275,3.0
138,138,14e676072a5b15381b6f7f33c3528215,492.0,128,1,0.564,0.397,0.233,0.0333,True,True,0.3974358974358974,2.0
139,139,1649f854581e9c03bc2c4e06023c5b99,439.0,1,2,0.37799999999999995,0.23,0.433,0.36700000000000005,True,True,0.5135135135135135,1.0
140,140,1649f854581e9c03bc2c4e06023c5b99,439.0,3,1,0.43799999999999994,0.479,0.433,0.36700000000000005,True,True,0.3972602739726027,2.0
141,141,1649f854581e9c03bc2c4e06023c5b99,439.0,5,1,0.392,0.405,0.433,0.36700000000000005,True,True,0.43243243243243246,2.0
142,142,1649f854581e9c03bc2c4e06023c5b99,439.0,12,1,0.27399999999999997,0.151,0.433,0.36700000000000005,True,True,0.6301369863013698,1.0
143,143,1649f854581e9c03bc2c4e06023c5b99,439.0,13,9,0.821,0.474,0.433,0.36700000000000005,True,True,0.10256410256410256,6.0
144,144,1649f854581e9c03bc2c4e06023c5b99,439.0,232,11,0.779,0.325,0.433,0.36700000000000005,True,False,0.19480519480519481,4.0
145,145,1649f854581e9c03bc2c4e06023c5b99,439.0,233,2,0.43799999999999994,0.425,0.433,0.36700000000000005,True,True,0.3424657534246575,2.0
146,146,1649f854581e9c03bc2c4e06023c5b99,439.0,234,4,0.493,0.342,0.433,0.36700000000000005,True,True,0.3835616438356164,2.0
147,147,1649f854581e9c03bc2c4e06023c5b99,439.0,235,1,0.307,0.56,0.433,0.36700000000000005,True,True,0.32,2.0
148,148,1649f854581e9c03bc2c4e06023c5b99,439.0,236,5,0.616,0.35600000000000004,0.433,0.36700000000000005,True,False,0.2876712328767123,2.0
149,149,1649f854581e9c03bc2c4e06023c5b99,487.0,17,1,0.35200000000000004,0.19699999999999998,0.433,0.36700000000000005,True,True,0.5774647887323944,1.0
150,150,1649f854581e9c03bc2c4e06023c5b99,487.0,20,2,0.431,0.528,0.433,0.36700000000000005,True,True,0.3333333333333333,2.0
151,151,1649f854581e9c03bc2c4e06023c5b99,487.0,21,1,0.32899999999999996,0.233,0.433,0.36700000000000005,True,True,0.5753424657534246,1.0
152,152,1649f854581e9c03bc2c4e06023c5b99,487.0,22,1,0.535,0.31,0.433,0.36700000000000005,True,True,0.4084507042253521,2.0
153,153,1649f854581e9c03bc2c4e06023c5b99,487.0,24,2,0.649,0.597,0.433,0.36700000000000005,True,True,0.23376623376623376,4.0
154,154,1649f854581e9c03bc2c4e06023c5b99,487.0,25,5,0.6579999999999999,0.575,0.433,0.36700000000000005,True,True,0.2876712328767123,4.0
155,155,1649f854581e9c03bc2c4e06023c5b99,487.0,28,1,0.6,0.429,0.433,0.36700000000000005,True,True,0.35714285714285715,2.0
156,156,1649f854581e9c03bc2c4e06023c5b99,487.0,100,3,0.6890000000000001,0.257,0.433,0.36700000000000005,True,True,0.28378378378378377,2.0
157,157,1649f854581e9c03bc2c4e06023c5b99,487.0,101,8,0.792,0.736,0.433,0.36700000000000005,False,False,0.06944444444444445,5.0
158,158,1649f854581e9c03bc2c4e06023c5b99,487.0,102,4,0.7,0.586,0.433,0.36700000000000005,True,True,0.2571428571428571,8.0
159,159,1649f854581e9c03bc2c4e06023c5b99,492.0,31,1,0.33299999999999996,0.267,0.433,0.36700000000000005,True,True,0.5866666666666667,1.0
160,160,1649f854581e9c03bc2c4e06023c5b99,492.0,32,1,0.507,0.24,0.433,0.36700000000000005,True,True,0.4266666666666667,2.0
161,161,1649f854581e9c03bc2c4e06023c5b99,492.0,33,1,0.45299999999999996,0.267,0.433,0.36700000000000005,True,True,0.49333333333333335,2.0
162,162,1649f854581e9c03bc2c4e06023c5b99,492.0,34,2,0.5489999999999999,0.324,0.433,0.36700000000000005,True,True,0.4084507042253521,2.0
163,163,1649f854581e9c03bc2c4e06023c5b99,492.0,36,2,0.467,0.307,0.433,0.36700000000000005,True,True,0.4666666666666667,2.0
164,164,1649f854581e9c03bc2c4e06023c5b99,492.0,37,1,0.608,0.38,0.433,0.36700000000000005,True,True,0.3670886075949367,2.0
165,165,1649f854581e9c03bc2c4e06023c5b99,492.0,38,11,0.5770000000000001,0.603,0.433,0.36700000000000005,True,False,0.3333333333333333,3.0
166,166,1649f854581e9c03bc2c4e06023c5b99,492.0,39,3,0.387,0.413,0.433,0.36700000000000005,True,True,0.44,2.0
167,167,1649f854581e9c03bc2c4e06023c5b99,492.0,40,2,0.688,0.512,0.433,0.36700000000000005,True,True,0.275,3.0
168,168,1649f854581e9c03bc2c4e06023c5b99,492.0,128,5,0.564,0.397,0.433,0.36700000000000005,True,True,0.3974358974358974,2.0
169,169,164f545c22e17e5e9298b1c84b9e3e1e,439.0,1,1,0.37799999999999995,0.23,0.6,0.36700000000000005,True,True,0.5135135135135135,1.0
170,170,164f545c22e17e5e9298b1c84b9e3e1e,439.0,3,2,0.43799999999999994,0.479,0.6,0.36700000000000005,True,True,0.3972602739726027,2.0
171,171,164f545c22e17e5e9298b1c84b9e3e1e,439.0,5,2,0.392,0.405,0.6,0.36700000000000005,True,True,0.43243243243243246,2.0
172,172,164f545c22e17e5e9298b1c84b9e3e1e,439.0,12,1,0.27399999999999997,0.151,0.6,0.36700000000000005,True,True,0.6301369863013698,1.0
173,173,164f545c22e17e5e9298b1c84b9e3e1e,439.0,13,2,0.821,0.474,0.6,0.36700000000000005,True,True,0.10256410256410256,6.0
174,174,164f545c22e17e5e9298b1c84b9e3e1e,439.0,232,2,0.779,0.325,0.6,0.36700000000000005,True,True,0.19480519480519481,4.0
175,175,164f545c22e17e5e9298b1c84b9e3e1e,439.0,233,1,0.43799999999999994,0.425,0.6,0.36700000000000005,True,True,0.3424657534246575,2.0
176,176,164f545c22e17e5e9298b1c84b9e3e1e,439.0,234,1,0.493,0.342,0.6,0.36700000000000005,True,True,0.3835616438356164,2.0
177,177,164f545c22e17e5e9298b1c84b9e3e1e,439.0,235,3,0.307,0.56,0.6,0.36700000000000005,True,True,0.32,2.0
178,178,164f545c22e17e5e9298b1c84b9e3e1e,439.0,236,12,0.616,0.35600000000000004,0.6,0.36700000000000005,True,False,0.2876712328767123,2.0
179,179,164f545c22e17e5e9298b1c84b9e3e1e,487.0,17,1,0.35200000000000004,0.19699999999999998,0.6,0.36700000000000005,True,True,0.5774647887323944,1.0
180,180,164f545c22e17e5e9298b1c84b9e3e1e,487.0,20,6,0.431,0.528,0.6,0.36700000000000005,True,False,0.3333333333333333,2.0
181,181,164f545c22e17e5e9298b1c84b9e3e1e,487.0,21,5,0.32899999999999996,0.233,0.6,0.36700000000000005,True,False,0.5753424657534246,1.0
182,182,164f545c22e17e5e9298b1c84b9e3e1e,487.0,22,2,0.535,0.31,0.6,0.36700000000000005,True,True,0.4084507042253521,2.0
183,183,164f545c22e17e5e9298b1c84b9e3e1e,487.0,24,1,0.649,0.597,0.6,0.36700000000000005,True,True,0.23376623376623376,4.0
184,184,164f545c22e17e5e9298b1c84b9e3e1e,487.0,25,8,0.6579999999999999,0.575,0.6,0.36700000000000005,True,False,0.2876712328767123,4.0
185,185,164f545c22e17e5e9298b1c84b9e3e1e,487.0,28,18,0.6,0.429,0.6,0.36700000000000005,True,False,0.35714285714285715,2.0
186,186,164f545c22e17e5e9298b1c84b9e3e1e,487.0,100,4,0.6890000000000001,0.257,0.6,0.36700000000000005,True,True,0.28378378378378377,2.0
187,187,164f545c22e17e5e9298b1c84b9e3e1e,487.0,101,10,0.792,0.736,0.6,0.36700000000000005,True,True,0.06944444444444445,5.0
188,188,164f545c22e17e5e9298b1c84b9e3e1e,487.0,102,41,0.7,0.586,0.6,0.36700000000000005,True,False,0.2571428571428571,8.0
189,189,164f545c22e17e5e9298b1c84b9e3e1e,492.0,31,1,0.33299999999999996,0.267,0.6,0.36700000000000005,True,True,0.5866666666666667,1.0
