SubjectID,AssignmentID,ProblemID,Label
0aaf61723a352ba7ea1be4502df85765,502,64,FALSE
0aaf61723a352ba7ea1be4502df85765,502,70,FALSE
0aaf61723a352ba7ea1be4502df85765,502,71,TRUE
0aaf61723a352ba7ea1be4502df85765,502,112,FALSE
0aaf61723a352ba7ea1be4502df85765,502,118,FALSE
0ae12dc3676bc09a35fe6ed96926a6b5,494,41,FALSE
0ae12dc3676bc09a35fe6ed96926a6b5,494,43,TRUE
0ae12dc3676bc09a35fe6ed96926a6b5,494,44,TRUE
0ae12dc3676bc09a35fe6ed96926a6b5,494,46,TRUE
0ae12dc3676bc09a35fe6ed96926a6b5,494,49,FALSE
0ae12dc3676bc09a35fe6ed96926a6b5,494,67,TRUE
0ae12dc3676bc09a35fe6ed96926a6b5,494,104,FALSE
0ae12dc3676bc09a35fe6ed96926a6b5,494,106,FALSE
0ae12dc3676bc09a35fe6ed96926a6b5,494,107,FALSE
0ae12dc3676bc09a35fe6ed96926a6b5,494,108,FALSE
0ae12dc3676bc09a35fe6ed96926a6b5,502,45,FALSE
0ae12dc3676bc09a35fe6ed96926a6b5,502,48,TRUE
0ae12dc3676bc09a35fe6ed96926a6b5,502,51,FALSE
0ae12dc3676bc09a35fe6ed96926a6b5,502,56,TRUE
0ae12dc3676bc09a35fe6ed96926a6b5,502,57,TRUE
0ae12dc3676bc09a35fe6ed96926a6b5,502,64,FALSE
0ae12dc3676bc09a35fe6ed96926a6b5,502,70,FALSE
0ae12dc3676bc09a35fe6ed96926a6b5,502,71,TRUE
0ae12dc3676bc09a35fe6ed96926a6b5,502,112,FALSE
0ae12dc3676bc09a35fe6ed96926a6b5,502,118,FALSE
0bbeaf0242180c8abffb2b8dada5a9e4,494,41,FALSE
0bbeaf0242180c8abffb2b8dada5a9e4,494,43,TRUE
0bbeaf0242180c8abffb2b8dada5a9e4,494,44,TRUE
0bbeaf0242180c8abffb2b8dada5a9e4,494,46,TRUE
0bbeaf0242180c8abffb2b8dada5a9e4,494,49,FALSE
0bbeaf0242180c8abffb2b8dada5a9e4,494,67,TRUE
0bbeaf0242180c8abffb2b8dada5a9e4,494,104,FALSE
0bbeaf0242180c8abffb2b8dada5a9e4,494,106,FALSE
0bbeaf0242180c8abffb2b8dada5a9e4,494,107,FALSE
0bbeaf0242180c8abffb2b8dada5a9e4,494,108,FALSE
0bbeaf0242180c8abffb2b8dada5a9e4,502,45,FALSE
0bbeaf0242180c8abffb2b8dada5a9e4,502,48,TRUE
0bbeaf0242180c8abffb2b8dada5a9e4,502,51,FALSE
0bbeaf0242180c8abffb2b8dada5a9e4,502,56,TRUE
0bbeaf0242180c8abffb2b8dada5a9e4,502,57,TRUE
0bbeaf0242180c8abffb2b8dada5a9e4,502,64,FALSE
0bbeaf0242180c8abffb2b8dada5a9e4,502,70,FALSE
0bbeaf0242180c8abffb2b8dada5a9e4,502,71,TRUE
0bbeaf0242180c8abffb2b8dada5a9e4,502,112,FALSE
0bbeaf0242180c8abffb2b8dada5a9e4,502,118,FALSE
0e2cb039638d9ab503d33105ed343d7e,494,41,FALSE
0e2cb039638d9ab503d33105ed343d7e,494,43,TRUE
0e2cb039638d9ab503d33105ed343d7e,494,44,TRUE
0e2cb039638d9ab503d33105ed343d7e,494,46,TRUE
0e2cb039638d9ab503d33105ed343d7e,494,49,FALSE
0e2cb039638d9ab503d33105ed343d7e,494,67,TRUE
0e2cb039638d9ab503d33105ed343d7e,494,104,FALSE
0e2cb039638d9ab503d33105ed343d7e,494,106,FALSE
0e2cb039638d9ab503d33105ed343d7e,494,107,FALSE
0e2cb039638d9ab503d33105ed343d7e,494,108,FALSE
0e2cb039638d9ab503d33105ed343d7e,502,45,FALSE
0e2cb039638d9ab503d33105ed343d7e,502,48,TRUE
0e2cb039638d9ab503d33105ed343d7e,502,51,FALSE
0e2cb039638d9ab503d33105ed343d7e,502,56,TRUE
0e2cb039638d9ab503d33105ed343d7e,502,57,TRUE
0e2cb039638d9ab503d33105ed343d7e,502,64,FALSE
0e2cb039638d9ab503d33105ed343d7e,502,70,FALSE
0e2cb039638d9ab503d33105ed343d7e,502,71,TRUE
0e2cb039638d9ab503d33105ed343d7e,502,112,FALSE
0e2cb039638d9ab503d33105ed343d7e,502,118,FALSE
0ee7e71061cf860ccf3b29c6823c7971,502,45,FALSE
0ee7e71061cf860ccf3b29c6823c7971,502,48,TRUE
0ee7e71061cf860ccf3b29c6823c7971,502,51,FALSE
0ee7e71061cf860ccf3b29c6823c7971,502,56,TRUE
0ee7e71061cf860ccf3b29c6823c7971,502,57,TRUE
0ee7e71061cf860ccf3b29c6823c7971,502,64,FALSE
0ee7e71061cf860ccf3b29c6823c7971,502,70,FALSE
0ee7e71061cf860ccf3b29c6823c7971,502,71,TRUE
0ee7e71061cf860ccf3b29c6823c7971,502,112,FALSE
0ee7e71061cf860ccf3b29c6823c7971,502,118,FALSE
115c51eb37365df2d4f4e2482b964822,494,41,FALSE
115c51eb37365df2d4f4e2482b964822,494,43,TRUE
115c51eb37365df2d4f4e2482b964822,494,44,TRUE
115c51eb37365df2d4f4e2482b964822,494,46,TRUE
115c51eb37365df2d4f4e2482b964822,494,49,FALSE
115c51eb37365df2d4f4e2482b964822,494,67,TRUE
115c51eb37365df2d4f4e2482b964822,494,104,FALSE
115c51eb37365df2d4f4e2482b964822,494,106,FALSE
115c51eb37365df2d4f4e2482b964822,494,107,FALSE
115c51eb37365df2d4f4e2482b964822,494,108,FALSE
11d8ffa1c1cb79e22b6d94667d3847d9,494,41,FALSE
11d8ffa1c1cb79e22b6d94667d3847d9,494,43,TRUE
11d8ffa1c1cb79e22b6d94667d3847d9,494,44,TRUE
11d8ffa1c1cb79e22b6d94667d3847d9,494,46,TRUE
11d8ffa1c1cb79e22b6d94667d3847d9,494,49,FALSE
11d8ffa1c1cb79e22b6d94667d3847d9,494,67,TRUE
11d8ffa1c1cb79e22b6d94667d3847d9,494,104,FALSE
11d8ffa1c1cb79e22b6d94667d3847d9,494,106,FALSE
11d8ffa1c1cb79e22b6d94667d3847d9,494,107,FALSE
11d8ffa1c1cb79e22b6d94667d3847d9,494,108,FALSE
11d8ffa1c1cb79e22b6d94667d3847d9,502,45,FALSE
11d8ffa1c1cb79e22b6d94667d3847d9,502,48,TRUE
11d8ffa1c1cb79e22b6d94667d3847d9,502,51,FALSE
11d8ffa1c1cb79e22b6d94667d3847d9,502,56,TRUE
11d8ffa1c1cb79e22b6d94667d3847d9,502,57,TRUE
11d8ffa1c1cb79e22b6d94667d3847d9,502,64,FALSE
11d8ffa1c1cb79e22b6d94667d3847d9,502,70,FALSE
11d8ffa1c1cb79e22b6d94667d3847d9,502,71,TRUE
11d8ffa1c1cb79e22b6d94667d3847d9,502,112,FALSE
11d8ffa1c1cb79e22b6d94667d3847d9,502,118,FALSE
1379719828be9ee6b08ca64edb818e2b,494,41,FALSE
1379719828be9ee6b08ca64edb818e2b,494,43,TRUE
1379719828be9ee6b08ca64edb818e2b,494,44,TRUE
1379719828be9ee6b08ca64edb818e2b,494,46,TRUE
1379719828be9ee6b08ca64edb818e2b,494,49,FALSE
1379719828be9ee6b08ca64edb818e2b,494,67,TRUE
1379719828be9ee6b08ca64edb818e2b,494,104,FALSE
1379719828be9ee6b08ca64edb818e2b,494,106,FALSE
1379719828be9ee6b08ca64edb818e2b,494,107,FALSE
1379719828be9ee6b08ca64edb818e2b,494,108,FALSE
138a14eaf4a8c188a6c41cafd9400a30,502,45,FALSE
138a14eaf4a8c188a6c41cafd9400a30,502,48,TRUE
138a14eaf4a8c188a6c41cafd9400a30,502,51,FALSE
138a14eaf4a8c188a6c41cafd9400a30,502,56,TRUE
138a14eaf4a8c188a6c41cafd9400a30,502,57,TRUE
138a14eaf4a8c188a6c41cafd9400a30,502,64,FALSE
138a14eaf4a8c188a6c41cafd9400a30,502,70,FALSE
138a14eaf4a8c188a6c41cafd9400a30,502,71,TRUE
138a14eaf4a8c188a6c41cafd9400a30,502,112,FALSE
138a14eaf4a8c188a6c41cafd9400a30,502,118,FALSE
13dfe127c6d40641c7ad9fd60ef8701d,494,41,FALSE
13dfe127c6d40641c7ad9fd60ef8701d,494,43,TRUE
13dfe127c6d40641c7ad9fd60ef8701d,494,44,TRUE
13dfe127c6d40641c7ad9fd60ef8701d,494,46,TRUE
13dfe127c6d40641c7ad9fd60ef8701d,494,49,FALSE
13dfe127c6d40641c7ad9fd60ef8701d,494,67,TRUE
13dfe127c6d40641c7ad9fd60ef8701d,494,104,FALSE
13dfe127c6d40641c7ad9fd60ef8701d,494,106,FALSE
13dfe127c6d40641c7ad9fd60ef8701d,494,107,FALSE
13dfe127c6d40641c7ad9fd60ef8701d,494,108,FALSE
13dfe127c6d40641c7ad9fd60ef8701d,502,45,FALSE
13dfe127c6d40641c7ad9fd60ef8701d,502,48,TRUE
13dfe127c6d40641c7ad9fd60ef8701d,502,51,FALSE
13dfe127c6d40641c7ad9fd60ef8701d,502,56,TRUE
13dfe127c6d40641c7ad9fd60ef8701d,502,57,TRUE
13dfe127c6d40641c7ad9fd60ef8701d,502,64,FALSE
13dfe127c6d40641c7ad9fd60ef8701d,502,70,FALSE
13dfe127c6d40641c7ad9fd60ef8701d,502,71,TRUE
13dfe127c6d40641c7ad9fd60ef8701d,502,112,FALSE
13dfe127c6d40641c7ad9fd60ef8701d,502,118,FALSE
14b094aef5d2df47fa9dd009b2d6ecb1,502,45,FALSE
14b094aef5d2df47fa9dd009b2d6ecb1,502,48,TRUE
14b094aef5d2df47fa9dd009b2d6ecb1,502,51,FALSE
14b094aef5d2df47fa9dd009b2d6ecb1,502,56,TRUE
14b094aef5d2df47fa9dd009b2d6ecb1,502,57,TRUE
14b094aef5d2df47fa9dd009b2d6ecb1,502,64,FALSE
14b094aef5d2df47fa9dd009b2d6ecb1,502,70,FALSE
14b094aef5d2df47fa9dd009b2d6ecb1,502,71,TRUE
14b094aef5d2df47fa9dd009b2d6ecb1,502,112,FALSE
14b094aef5d2df47fa9dd009b2d6ecb1,502,118,FALSE
16a4d8f9442ec82c5d390079cad8f194,494,41,FALSE
16a4d8f9442ec82c5d390079cad8f194,494,43,TRUE
16a4d8f9442ec82c5d390079cad8f194,494,44,TRUE
16a4d8f9442ec82c5d390079cad8f194,494,46,TRUE
16a4d8f9442ec82c5d390079cad8f194,494,49,FALSE
16a4d8f9442ec82c5d390079cad8f194,494,67,TRUE
16a4d8f9442ec82c5d390079cad8f194,494,104,FALSE
16a4d8f9442ec82c5d390079cad8f194,494,106,FALSE
16a4d8f9442ec82c5d390079cad8f194,494,107,FALSE
16a4d8f9442ec82c5d390079cad8f194,494,108,FALSE
16a4d8f9442ec82c5d390079cad8f194,502,45,FALSE
16a4d8f9442ec82c5d390079cad8f194,502,48,TRUE
16a4d8f9442ec82c5d390079cad8f194,502,51,FALSE
16a4d8f9442ec82c5d390079cad8f194,502,56,TRUE
16a4d8f9442ec82c5d390079cad8f194,502,57,TRUE
16a4d8f9442ec82c5d390079cad8f194,502,64,FALSE
16a4d8f9442ec82c5d390079cad8f194,502,70,FALSE
16a4d8f9442ec82c5d390079cad8f194,502,71,TRUE
16a4d8f9442ec82c5d390079cad8f194,502,112,FALSE
16a4d8f9442ec82c5d390079cad8f194,502,118,FALSE
17737832ac17be5216f187a82c20936e,494,41,FALSE
17737832ac17be5216f187a82c20936e,494,43,TRUE
17737832ac17be5216f187a82c20936e,494,44,TRUE
17737832ac17be5216f187a82c20936e,494,46,TRUE
17737832ac17be5216f187a82c20936e,494,49,FALSE
17737832ac17be5216f187a82c20936e,494,67,TRUE
17737832ac17be5216f187a82c20936e,494,104,FALSE
17737832ac17be5216f187a82c20936e,494,106,FALSE
17737832ac17be5216f187a82c20936e,494,107,FALSE
17737832ac17be5216f187a82c20936e,494,108,FALSE
17737832ac17be5216f187a82c20936e,502,45,FALSE
17737832ac17be5216f187a82c20936e,502,48,TRUE
17737832ac17be5216f187a82c20936e,502,51,FALSE
17737832ac17be5216f187a82c20936e,502,56,TRUE
17737832ac17be5216f187a82c20936e,502,70,FALSE
17737832ac17be5216f187a82c20936e,502,71,TRUE
17e0ce48c87a8885fe8b82c21cb17ecf,494,41,FALSE
17e0ce48c87a8885fe8b82c21cb17ecf,494,43,TRUE
17e0ce48c87a8885fe8b82c21cb17ecf,494,44,TRUE
17e0ce48c87a8885fe8b82c21cb17ecf,494,46,TRUE
17e0ce48c87a8885fe8b82c21cb17ecf,494,49,FALSE
17e0ce48c87a8885fe8b82c21cb17ecf,494,67,TRUE
17e0ce48c87a8885fe8b82c21cb17ecf,494,104,FALSE
17e0ce48c87a8885fe8b82c21cb17ecf,494,106,FALSE
17e0ce48c87a8885fe8b82c21cb17ecf,494,107,FALSE
17e0ce48c87a8885fe8b82c21cb17ecf,494,108,FALSE
17e0ce48c87a8885fe8b82c21cb17ecf,502,45,FALSE
17e0ce48c87a8885fe8b82c21cb17ecf,502,48,TRUE
17e0ce48c87a8885fe8b82c21cb17ecf,502,51,FALSE
17e0ce48c87a8885fe8b82c21cb17ecf,502,56,TRUE
17e0ce48c87a8885fe8b82c21cb17ecf,502,57,TRUE
17e0ce48c87a8885fe8b82c21cb17ecf,502,64,FALSE
17e0ce48c87a8885fe8b82c21cb17ecf,502,70,FALSE
17e0ce48c87a8885fe8b82c21cb17ecf,502,71,TRUE
17e0ce48c87a8885fe8b82c21cb17ecf,502,112,FALSE
17e0ce48c87a8885fe8b82c21cb17ecf,502,118,FALSE
183f50a7700982a3ed18ff6d7a5777bf,494,41,FALSE
183f50a7700982a3ed18ff6d7a5777bf,494,43,TRUE
183f50a7700982a3ed18ff6d7a5777bf,494,44,TRUE
183f50a7700982a3ed18ff6d7a5777bf,494,46,TRUE
183f50a7700982a3ed18ff6d7a5777bf,494,49,FALSE
183f50a7700982a3ed18ff6d7a5777bf,494,67,TRUE
183f50a7700982a3ed18ff6d7a5777bf,494,104,FALSE
183f50a7700982a3ed18ff6d7a5777bf,494,106,FALSE
183f50a7700982a3ed18ff6d7a5777bf,494,107,FALSE
183f50a7700982a3ed18ff6d7a5777bf,494,108,FALSE
183f50a7700982a3ed18ff6d7a5777bf,502,45,FALSE
183f50a7700982a3ed18ff6d7a5777bf,502,48,TRUE
183f50a7700982a3ed18ff6d7a5777bf,502,51,FALSE
183f50a7700982a3ed18ff6d7a5777bf,502,56,TRUE
183f50a7700982a3ed18ff6d7a5777bf,502,57,TRUE
183f50a7700982a3ed18ff6d7a5777bf,502,64,FALSE
183f50a7700982a3ed18ff6d7a5777bf,502,70,FALSE
183f50a7700982a3ed18ff6d7a5777bf,502,71,TRUE
183f50a7700982a3ed18ff6d7a5777bf,502,112,FALSE
183f50a7700982a3ed18ff6d7a5777bf,502,118,FALSE
18d3284f148b6cb726b412b7059223ff,494,41,FALSE
18d3284f148b6cb726b412b7059223ff,494,43,TRUE
18d3284f148b6cb726b412b7059223ff,494,44,TRUE
18d3284f148b6cb726b412b7059223ff,494,46,TRUE
18d3284f148b6cb726b412b7059223ff,494,49,FALSE
18d3284f148b6cb726b412b7059223ff,494,67,TRUE
18d3284f148b6cb726b412b7059223ff,494,104,FALSE
18d3284f148b6cb726b412b7059223ff,494,106,FALSE
18d3284f148b6cb726b412b7059223ff,494,107,FALSE
18d3284f148b6cb726b412b7059223ff,494,108,FALSE
18d3284f148b6cb726b412b7059223ff,502,45,FALSE
18d3284f148b6cb726b412b7059223ff,502,48,TRUE
18d3284f148b6cb726b412b7059223ff,502,51,FALSE
18d3284f148b6cb726b412b7059223ff,502,56,TRUE
18d3284f148b6cb726b412b7059223ff,502,57,TRUE
18d3284f148b6cb726b412b7059223ff,502,64,FALSE
18d3284f148b6cb726b412b7059223ff,502,70,FALSE
18d3284f148b6cb726b412b7059223ff,502,71,TRUE
18d3284f148b6cb726b412b7059223ff,502,112,FALSE
18d3284f148b6cb726b412b7059223ff,502,118,FALSE
1aaa7438a59157a0f21ad30dda4d4088,494,41,FALSE
1aaa7438a59157a0f21ad30dda4d4088,494,43,TRUE
1aaa7438a59157a0f21ad30dda4d4088,494,44,TRUE
1aaa7438a59157a0f21ad30dda4d4088,494,46,TRUE
1aaa7438a59157a0f21ad30dda4d4088,494,49,FALSE
1aaa7438a59157a0f21ad30dda4d4088,494,67,TRUE
1aaa7438a59157a0f21ad30dda4d4088,494,104,FALSE
1aaa7438a59157a0f21ad30dda4d4088,494,106,FALSE
1aaa7438a59157a0f21ad30dda4d4088,494,107,FALSE
1aaa7438a59157a0f21ad30dda4d4088,494,108,FALSE
1aaa7438a59157a0f21ad30dda4d4088,502,45,FALSE
1aaa7438a59157a0f21ad30dda4d4088,502,48,TRUE
1aaa7438a59157a0f21ad30dda4d4088,502,51,FALSE
1aaa7438a59157a0f21ad30dda4d4088,502,56,TRUE
1aaa7438a59157a0f21ad30dda4d4088,502,57,TRUE
1aaa7438a59157a0f21ad30dda4d4088,502,64,FALSE
1aaa7438a59157a0f21ad30dda4d4088,502,70,FALSE
1aaa7438a59157a0f21ad30dda4d4088,502,71,TRUE
1aaa7438a59157a0f21ad30dda4d4088,502,112,FALSE
1aaa7438a59157a0f21ad30dda4d4088,502,118,FALSE
1aabb3fa1280144bf946da37d00c05f1,494,41,FALSE
1aabb3fa1280144bf946da37d00c05f1,494,43,TRUE
1aabb3fa1280144bf946da37d00c05f1,494,44,TRUE
1aabb3fa1280144bf946da37d00c05f1,502,45,FALSE
1aabb3fa1280144bf946da37d00c05f1,502,48,TRUE
1aabb3fa1280144bf946da37d00c05f1,502,51,FALSE
1aabb3fa1280144bf946da37d00c05f1,502,56,TRUE
1aabb3fa1280144bf946da37d00c05f1,502,57,TRUE
1aabb3fa1280144bf946da37d00c05f1,502,64,FALSE
1aabb3fa1280144bf946da37d00c05f1,502,70,FALSE
1aabb3fa1280144bf946da37d00c05f1,502,71,TRUE
1aabb3fa1280144bf946da37d00c05f1,502,112,FALSE
1aabb3fa1280144bf946da37d00c05f1,502,118,FALSE
1c7836dbabd12c458d20e3b35633733a,494,41,FALSE
1c7836dbabd12c458d20e3b35633733a,494,44,TRUE
1c7836dbabd12c458d20e3b35633733a,494,49,FALSE
1c7836dbabd12c458d20e3b35633733a,494,67,TRUE
1c7836dbabd12c458d20e3b35633733a,494,104,FALSE
1c7836dbabd12c458d20e3b35633733a,502,45,FALSE
1c7836dbabd12c458d20e3b35633733a,502,48,TRUE
1c7836dbabd12c458d20e3b35633733a,502,51,FALSE
1c7836dbabd12c458d20e3b35633733a,502,56,TRUE
1c7836dbabd12c458d20e3b35633733a,502,57,TRUE
1c7836dbabd12c458d20e3b35633733a,502,64,FALSE
1c7836dbabd12c458d20e3b35633733a,502,70,FALSE
1c7836dbabd12c458d20e3b35633733a,502,71,TRUE
1c7836dbabd12c458d20e3b35633733a,502,112,FALSE
1c7836dbabd12c458d20e3b35633733a,502,118,FALSE
1cd45c346398d2ee6a71296e1fa88796,494,41,FALSE
1cd45c346398d2ee6a71296e1fa88796,494,43,TRUE
1cd45c346398d2ee6a71296e1fa88796,494,44,TRUE
1cd45c346398d2ee6a71296e1fa88796,494,46,TRUE
